sample,altitude_m,ambient_temp_c,air_density_kg_m3,throttle,rpm,egt_c,cht_c,oil_pressure_psi,oil_temperature_c,fuel_flow,engine_load,vibration_rms_g,injection_timing_deg,battery_voltage_v,alternator_current_a,fault_severity,fault,health_state
3020,4218.79,12.01,0.8004,0.814,4825.02,635.86,159.8079106857385,41.978057754361764,108.31774223644278,18.59,0.743,0.04947568054544543,22.128183045205855,13.973341241213252,21.075071862386842,0.5638864925232578,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3021,3680.74,21.49,0.8471,0.96,5365.74,671.43,180.2963871045195,42.28838360348953,121.14305970250324,22.14,0.886,0.05570354313840651,21.843890336529682,13.805641378194993,23.104545293691043,0.7213119723483157,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3022,3910.4,36.29,0.8269,0.41,3430.94,544.14,137.7034431218272,33.54997440870075,99.59531030006737,9.41,0.377,0.03340294921927296,24.006992618859265,13.998048980042208,15.272071398204972,0.536148432466223,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3023,2990.44,22.47,0.91,0.711,4529.85,616.44,156.15450981328374,42.73162964113249,105.42969435195894,16.64,0.666,0.04392592253760766,22.81242325472093,14.04270102476094,20.72188650910613,0.41386948505489035,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3024,1292.27,20.34,1.0801,0.658,4427.2,609.68,155.67383709365586,37.4874006981035,108.62784637017783,15.97,0.639,0.04452508145260075,22.8204258610613,14.07904007542767,18.867762161550925,0.6784028421420724,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3025,4738.47,38.21,0.7572,0.624,4145.94,591.18,158.767567206698,34.83498502310736,112.49880051718696,14.12,0.565,0.044419162485314294,23.40998037685031,13.876513260492386,18.429058911244304,0.7368077775210081,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3026,4252.68,36.41,0.7975,0.567,3968.15,579.48,148.54235514881043,40.41893430492253,101.78566438392885,12.95,0.518,0.037429364971980676,24.52773749551141,14.136305802034064,17.08772985914252,0.32129152990008597,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3027,1583.97,7.59,1.0493,0.889,5258.29,664.36,170.66843639886972,41.01650793281274,115.73490818579656,21.44,0.857,0.05212559039999675,22.17973257350458,13.829398008401666,23.075112521057346,0.7539479062243492,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3028,1228.81,31.03,1.0869,0.783,4892.59,640.3,176.94420342338515,34.62421700767555,124.19981446181018,19.03,0.761,0.05794488040372995,22.53217005040387,13.87447267117857,21.262085805538362,0.9849563638112064,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3029,3158.63,7.42,0.8944,0.85,5011.5,648.13,166.1354690064049,36.94160240038381,115.45095071912462,19.81,0.793,0.05417013014661356,22.534188095157955,14.132748436691998,21.448772724618365,0.8945650321211387,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3030,3119.71,39.82,0.898,0.227,2804.65,502.94,128.48290697677612,23.633773323943604,101.29567468646384,5.29,0.212,0.03027891984656233,24.289254587494472,14.048605896561517,13.394148066677058,0.9995069110675103,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3031,3315.32,31.81,0.88,0.758,4675.99,626.05,169.49677231956926,36.78150607068907,118.02008150149717,17.61,0.704,0.04458130520337198,22.941238941180004,14.039811127265898,20.80680023931868,0.8017934078014548,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3032,274.98,15.07,1.193,0.901,5402.25,673.83,177.98398710087451,42.248866122293194,119.64962813387419,22.38,0.895,0.05375658835061515,22.446007480696103,14.107957602631544,23.471455659104176,0.7341909390335563,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3033,40.31,33.18,1.2203,0.907,5442.91,676.51,187.15674809540454,44.50300078360385,124.16097850044328,22.65,0.906,0.05594003056759864,22.272799090257365,14.10398157310731,22.97133333585009,0.633438225972925,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3034,4934.05,19.58,0.7414,0.273,2936.22,511.59,114.71499781949728,33.37972783280665,84.61654720345894,6.16,0.246,0.028467678040424667,23.98045222701854,13.778426781146159,13.817639646922611,0.30644344684929886,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3035,4837.63,14.67,0.7491,0.32,3097.44,522.2,116.66698370812102,33.67977338804978,85.83528737898781,7.22,0.289,0.030896347652001197,23.591203490182547,13.849669116009638,14.417771895747343,0.368060498998612,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3036,1301.69,24.06,1.0791,0.898,5312.24,667.91,176.34754941420414,47.69504818287726,115.20760502491166,21.79,0.872,0.04440306111112304,22.211761931140135,14.218789969692152,22.898263683900147,0.4302227104502094,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3037,3718.87,31.97,0.8437,0.26,2910.38,509.89,126.02502504422337,25.45933608165318,98.17261129686305,5.99,0.24,0.040301157581326096,24.2344271297657,13.933707592291475,13.907858119296932,0.9012149132521661,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3038,2335.96,16.45,0.9729,0.412,3486.67,547.81,133.01744363433627,27.555546863199933,101.00441024451433,9.78,0.391,0.03850916920202716,23.514156398509286,13.893630162621445,16.097860109186527,0.9709393618180622,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3039,1374.51,6.42,1.0713,0.621,4286.06,600.4,145.46524869849242,35.62934155561556,103.28252330501151,15.04,0.602,0.045329058485239916,23.56671444089267,13.970997916815511,18.44934949700352,0.738555578676048,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3040,1278.12,6.3,1.0816,0.304,3121.66,523.79,116.99677474987107,27.568023041085976,90.60179559896507,7.38,0.295,0.026821093568370924,24.027144693239485,13.881594616733109,14.76155540885595,0.8302313770247793,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3041,3669.52,33.44,0.8481,0.408,3430.51,544.11,140.28805685160222,27.889640735937093,105.61199435124885,9.41,0.376,0.04101249439259944,23.82968115385078,14.009411822471835,15.42152687422702,0.927264246899139,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3042,4502.15,34.54,0.7766,0.661,4282.79,600.18,158.5265083691502,38.0292747505198,110.08735773542402,15.02,0.601,0.046268880727801984,23.44961608083355,13.966202282772043,18.665167871023407,0.5944383441113944,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3043,3934.3,39.84,0.8248,0.505,3763.75,566.04,151.95152661130658,30.004040240224736,111.63340770874264,11.6,0.464,0.04496789304562947,23.72744204015195,14.107133668605291,17.705408811734088,0.9052797137506681,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3044,4776.01,38.67,0.7541,0.952,5268.51,665.03,190.59691808425944,36.67480125985949,131.55596122276353,21.5,0.86,0.06261047450531972,22.477995030365744,13.970949909304101,22.87784259527907,0.9792728489575271,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3045,1102.49,5.19,1.1005,0.343,3270.68,533.6,116.85151432590136,33.56260088927134,86.21698921251652,8.36,0.334,0.03673891245304378,23.72025432493684,14.086985959667413,14.736502537980996,0.46161087118437366,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3046,60.66,13.28,1.2179,0.395,3497.69,548.53,129.96307538828532,30.053409993209804,97.21521709460517,9.85,0.394,0.03915417822290608,23.91228059819961,13.919141933070371,15.404239126156833,0.8038935578868756,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3047,3936.15,22.38,0.8247,0.207,2720.62,497.41,113.40168028711437,28.274137804072453,87.59691406061924,4.74,0.19,0.028255148689110263,24.376374383944032,13.981592337160512,12.426453849336594,0.5936726730919062,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3048,689.98,32.7,1.1459,0.835,5123.27,655.48,176.45751710174846,46.04262977971243,116.30149159795599,20.55,0.822,0.04751883028680779,22.031215977667983,14.06353732957658,23.579937165390458,0.4504401348746832,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3049,247.05,32.48,1.1962,0.351,3326.74,537.29,137.793685644335,26.415226548137316,105.11610935031771,8.73,0.349,0.042232565574051174,23.614828121561846,13.971891576474817,15.340878981660397,0.9922534118297637,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3050,3327.36,15.86,0.8789,0.786,4777.2,632.71,159.59673062451304,43.22901499041729,107.37196496480436,18.27,0.731,0.04548332807205968,22.30765759274277,13.876393585575947,21.214305687795868,0.4787205309115409,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3051,547.69,28.65,1.1619,0.239,2896.34,508.97,122.75144615672568,26.96961832302187,94.81093094409796,5.9,0.236,0.03563296436767003,24.586885926327508,13.903184935572362,13.66731154151535,0.7790400429171003,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3052,1064.12,16.88,1.1047,0.328,3216.77,530.05,120.54248023087531,34.75895694602381,87.59950401888459,8.01,0.32,0.02534223518104036,24.046258465465627,14.137192487567102,14.749350886278595,0.3499147440383882,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3053,3839.35,31.85,0.8331,0.531,3854.8,572.03,149.5864711827777,31.057990690715872,109.26296756922898,12.2,0.488,0.04419649876905665,23.59377920941888,14.058820593031305,16.45946749333165,0.8693042312649855,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3054,1099.18,19.35,1.1009,0.728,4695.39,627.33,161.10456719920046,40.180780723466725,110.32309503643901,17.73,0.709,0.050603119857369594,22.712617612621415,14.094254595219793,21.129368281053882,0.6184098103706973,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3055,4591.08,37.31,0.7692,0.431,3485.47,547.73,138.8783773265475,34.843084225987326,99.3957945260836,9.77,0.391,0.04129927185033029,23.96708196209942,13.91885150751583,15.610730024829795,0.4715289291029183,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3056,2337.2,13.97,0.9728,0.805,4899.76,640.77,161.1689996420832,44.716079858480775,107.4381416564922,19.08,0.763,0.0474268814877698,22.60674481824734,14.05282131090947,21.115561655310138,0.44155903851763645,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3057,3459.24,31.16,0.8669,0.975,5434.88,675.98,187.56919096067966,42.09296206932769,125.96119101049037,22.6,0.904,0.06122968315891451,21.961540128877935,13.900013156220039,24.193419689723843,0.7516525575566382,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3058,1077.91,14.78,1.1032,0.847,5139.05,656.52,166.69966588590236,47.41561151066546,109.2757350847303,20.65,0.826,0.05029797596342799,22.357270241344548,14.095389146027474,22.31943749507027,0.384102043985529,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3059,1626.36,9.14,1.0449,0.971,5555.73,683.93,180.81824433935523,39.96554682777228,122.72830044479286,23.39,0.936,0.06278499097320601,22.428220798615886,14.01703963380259,22.926466514106163,0.8907699167127223,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3060,3595.05,22.58,0.8547,0.923,5240.96,663.22,180.18443083392248,38.02874192798184,123.82454998765436,21.32,0.853,0.05587737772509471,22.517029351788157,14.074766818163749,22.32309729592425,0.9025908088308876,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3061,1020.31,6.83,1.1094,0.585,4170.13,592.77,143.8629442119825,33.2833972582934,103.81315501452276,14.28,0.571,0.04256487687414998,23.110791103064706,13.941869115742229,17.831696478839586,0.839416976854694,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3062,1392.53,16.5,1.0694,0.671,4469.15,612.44,156.8670795774554,34.5314516543231,111.33770897368663,16.24,0.65,0.0514971148472841,23.059001556476037,14.060124889556027,19.573720445674557,0.8635827350793466,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3063,3744.04,26.15,0.8415,0.987,5456.53,677.4,183.5507834353985,44.95297558770915,121.54806749761605,22.74,0.91,0.05732477798341977,22.341476151870978,13.861794575821213,23.17432772849232,0.6152669083256043,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3064,4046.48,12.2,0.8151,0.385,3341.83,538.28,121.05443492962048,35.807847617529134,87.28571107364189,8.83,0.353,0.030424324809581883,24.094141931302445,13.940148880609676,15.462998456706469,0.33661720919796356,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3065,4994.37,29.73,0.7366,0.387,3324.84,537.16,134.15193398956004,29.36596312320186,100.46960445051462,8.72,0.349,0.03508824930983001,24.127008634065533,13.991135689870667,14.55966209969052,0.7834218541627107,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3066,4528.05,7.65,0.7745,0.462,3592.86,554.79,128.41618922269276,32.05688009195903,94.78985760668165,10.48,0.419,0.03505716113083837,23.915444192846188,14.142502684204697,17.20001905427324,0.7061074889647031,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3067,3077.21,24.2,0.9019,0.903,5203.83,660.78,176.62425829059367,42.84213683843138,118.48568870321654,21.08,0.843,0.052440277032696714,22.11002662239138,14.058406245386998,22.343815618827136,0.6432505574021974,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3068,1607.78,15.69,1.0468,0.302,3105.17,522.71,121.81999437863395,27.13852221106247,94.07994799990028,7.27,0.291,0.03893475330510565,24.21792218065479,14.07585042095928,14.694286124710443,0.8551125217762188,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3069,1497.3,7.71,1.0584,0.619,4271.06,599.41,146.23152678487065,34.857042991318785,104.28148468091227,14.94,0.598,0.04810178681715336,23.40146154659102,14.068355640282915,18.48643824717027,0.7792886655349298,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3070,708.67,10.04,1.1438,0.927,5465.73,678.01,171.13389460340557,51.3019159142751,109.73577726670322,22.8,0.912,0.0474547900420675,23.070406390320258,13.94081474042642,23.130573351893197,0.3017575256886282,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3071,4617.4,39.32,0.7671,0.559,3924.81,576.63,156.73493551146046,29.563882978373126,115.0486902793613,12.66,0.507,0.04403941677868164,23.369097539747553,14.147860797547176,16.977089090680614,0.9883765500396255,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3072,4941.31,31.59,0.7408,0.762,4608.73,621.63,167.08633278076766,37.24510458597259,116.16352504903362,17.16,0.687,0.0525292612548083,22.989758499823328,14.098724981660693,20.54658447008781,0.7540878268790181,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3073,535.27,21.48,1.1633,0.419,3572.24,553.44,136.3581069584449,30.263528809415845,101.2268245881216,10.34,0.414,0.04338016319252792,23.76837919318065,14.13677523246909,16.04103937201275,0.8183023674055412,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3074,2682.99,20.45,0.9392,0.673,4409.84,608.54,151.2437775573462,43.28685719850315,101.89223959142157,15.85,0.634,0.04041538782117732,22.908595598353177,13.959622423817246,19.049087764537198,0.3346722299173596,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3075,1991.94,25.4,1.0073,0.637,4312.25,602.12,155.2553019465475,37.09077363163566,108.6420353789281,15.21,0.608,0.046793968649272176,22.748655259693294,14.06029068774521,19.10645539073921,0.6607980084893759,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3076,1681.43,14.64,1.0391,0.398,3453.47,545.62,128.44131952787805,31.482906369374668,95.20703284228921,9.56,0.382,0.03886144266297019,23.505002465678945,13.977622500980855,14.955883475633076,0.6880770009731876,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3077,2298.17,16.89,0.9767,0.866,5123.46,655.49,168.15487943528237,46.216306298763435,110.94936828018471,20.55,0.822,0.05191270723834525,22.39703517811207,14.117347390300294,22.02875915753192,0.441361857782477,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3078,3923.79,13.1,0.8257,0.516,3802.65,568.6,134.17787177316936,36.852251548883146,95.19397167903576,11.86,0.474,0.03908773589075667,23.55591747195057,13.995197578517006,17.29227731796782,0.4765833436334,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3079,600.83,5.77,1.1559,0.928,5477.54,678.79,174.99698734614907,42.62492072143022,117.43087269296363,22.88,0.915,0.05599726161372676,22.750158463459844,13.919456749559323,24.424608809250742,0.7372910246708833,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3080,336.84,20.61,1.1859,0.228,2858.9,506.51,117.50823672541229,26.806425512174393,91.50695652404914,5.65,0.226,0.03456567574733414,24.248963856175394,14.02716381164202,12.938381695700684,0.7747669143032397,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3081,4434.35,21.24,0.7822,0.928,5207.03,660.99,176.3894174306574,41.067843356616294,119.45979104715984,21.1,0.844,0.056330084678097844,22.601606524738,13.93518526335881,22.627473460880587,0.7360890736175865,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3082,3766.96,26.35,0.8395,0.78,4731.38,629.7,169.35386354921158,35.135774292959574,118.98275916735774,17.97,0.719,0.05500135036902683,23.03493709466659,13.985400563221154,20.977428781067243,0.9101310931530773,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3083,106.82,38.24,1.2125,0.939,5557.92,684.07,196.01250338091157,40.59760486606389,132.35035446006512,23.41,0.936,0.06727834475444922,22.621774717877454,13.818596773985085,24.153041271488988,0.8603593012781212,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3084,240.33,13.67,1.197,0.372,3405.4,542.46,127.7103303840248,29.737726588599237,95.99603706367917,9.25,0.37,0.033600397856320414,24.381851876388108,13.968123237012934,16.392587693070674,0.7898695454571264,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3085,4115.41,6.14,0.8092,0.701,4437.15,610.34,150.7416385311414,34.01284089373435,107.66902701895448,16.03,0.641,0.05312248903502963,22.802808485874834,14.006531092492027,20.349981468150183,0.883553389013906,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3086,1428.55,23.7,1.0656,0.615,4262.09,598.82,152.63135503407494,37.49161846113342,106.67054355762899,14.88,0.595,0.04337195872506714,23.53475498789954,13.977442853133065,19.10976762310608,0.6189708995801193,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3087,2287.57,23.2,0.9777,0.224,2809.14,503.23,115.67011498714797,29.33220843108862,88.28859378788643,5.32,0.213,0.026960895715789145,25.11887790239328,13.856827021363161,13.282320885312183,0.554139015342628,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3088,1174.61,33.89,1.0927,0.945,5495.77,679.98,186.66053700268787,47.8972330884759,121.64074421133644,23.0,0.92,0.05509668669496569,22.217684266063596,14.003385569458302,23.34217426583916,0.4812880412462349,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3089,2274.3,9.38,0.979,0.703,4538.11,616.98,154.9941793027738,34.627287956769656,109.99169872562904,16.7,0.668,0.05056880912816236,23.402153472462285,14.069858662038527,20.915297837142084,0.8800223845626549,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3090,4045.51,28.13,0.8152,0.731,4546.2,617.51,161.29699866190123,40.264465121425985,110.37291681037564,16.75,0.67,0.044132039254157325,23.0875949246661,14.120929724519836,19.307757606780402,0.560908746995952,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3091,564.35,17.78,1.16,0.775,4904.75,641.1,167.83008770348079,38.0392178680613,115.97151567085365,19.11,0.764,0.054969800583009286,22.70035401774578,14.127623450112823,20.389870562584772,0.8037992028252245,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3092,59.45,31.19,1.218,0.659,4499.5,614.44,163.04414575306535,38.14299427446879,112.9402520543931,16.44,0.658,0.05190921847907167,22.551532479589618,14.015174919317554,19.412939100751668,0.6657094438844736,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3093,3442.41,37.63,0.8684,0.773,4721.89,629.07,168.54513321707338,44.22597514457621,112.3191331850595,17.91,0.716,0.04746946503414503,22.88865638816412,13.949952565916611,20.854282698482237,0.4030754851385172,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3094,4125.36,29.61,0.8084,0.798,4775.66,632.61,168.21572997496477,41.06642984660954,114.28734086645751,18.26,0.73,0.043445692487698244,23.18088142190987,14.022626389939633,20.90038478987518,0.5968335390037957,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3095,1053.64,29.11,1.1058,0.811,5007.02,647.83,170.6830006908892,46.786466703241125,112.10842565632048,19.78,0.791,0.04753955928982969,22.36803755520122,14.08508283821511,21.85140542864783,0.3696918122579018,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3096,3055.75,20.26,0.9039,0.239,2847.47,505.75,114.19398588281156,30.872308335512184,86.1580055522258,5.58,0.223,0.033249045405751916,25.39006065305082,14.084509013333802,13.335742552892142,0.45303832609023986,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3097,2302.43,7.63,0.9762,0.565,4038.93,584.14,141.2881840994215,32.071673879242425,103.00857597888414,13.41,0.537,0.049792949894188226,23.11025769945207,13.891802646844157,18.784960236608413,0.8694345287113465,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3098,1620.5,28.12,1.0455,0.969,5546.48,683.32,191.90550750110208,38.26902432660533,131.1086128046161,23.33,0.933,0.06033365053683068,22.100140354225633,13.964144203677705,23.630426212323073,0.9719692449948114,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3099,4579.31,36.0,0.7702,0.935,5224.22,662.12,181.6060724801734,45.36826166702764,120.0375728592288,21.21,0.848,0.05234593477653474,22.763883047575487,13.889770233762484,22.73309029061201,0.5194764051512231,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3100,2362.55,7.41,0.9703,0.661,4382.57,606.75,143.57823629274117,43.555241498336926,96.91664121757061,15.67,0.627,0.04180495752587906,23.320898861676284,14.128529894823957,19.141944041207683,0.3075926187059487,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3101,637.89,25.24,1.1517,0.612,4290.15,600.67,158.37245741560557,31.59051738136574,114.43105415915055,15.07,0.603,0.042657213170698725,23.140384386163703,13.928571101781156,18.450156819482373,0.9798836830659772,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3102,4286.08,23.99,0.7947,0.752,4607.09,621.52,164.4915275160239,35.10466082215342,115.88552286621236,17.15,0.686,0.05721601108787542,23.26232241624105,14.099267902003888,19.039086183944075,0.8741647843781606,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3103,2682.69,8.35,0.9392,0.268,2958.95,513.09,112.25996114526443,29.312409944843452,86.22061520552099,6.31,0.252,0.03902404140435828,24.064114949039197,14.014094910354864,13.180670522106052,0.627977493832963,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3104,1303.2,23.87,1.0789,0.599,4208.39,595.29,152.3130836407602,35.8159171365052,107.62027153570729,14.53,0.581,0.04178712055643479,23.120611993238825,13.930752242983719,19.121034162844218,0.6996224730276077,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3105,1322.58,17.38,1.0769,0.263,2968.47,513.72,114.96879789163266,32.723343946856865,85.34778421066356,6.37,0.255,0.031001205295758352,24.702292339088867,14.025496896099899,14.408255622296796,0.37386879553353314,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3106,1260.23,26.34,1.0835,0.523,3931.81,577.09,146.39638407370975,34.61075201833857,104.63291850138532,12.71,0.508,0.04176518709994235,23.087310026470494,13.998470711153939,17.81804716668499,0.6717757210204532,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3107,2347.2,27.81,0.9718,0.895,5224.64,662.15,178.03818634006262,44.40510842091293,118.39678920139266,21.21,0.849,0.05221800038673271,22.427631174309532,13.948885957971703,22.254658495615264,0.5695168501925232,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3108,2946.62,8.24,0.9141,0.765,4720.96,629.01,157.07656229063807,38.5684306548939,108.7410285316133,17.9,0.716,0.05627019464736478,23.009310082757757,13.9972312266596,22.138722838904705,0.7165928152462038,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3109,1724.26,35.71,1.0347,0.246,2896.88,509.01,122.4770441318514,32.480159661716264,90.11511888529166,5.9,0.236,0.028802628842340198,24.314519431089327,14.014449216802918,12.698033135564225,0.35443368302386613,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3110,3444.46,11.69,0.8682,0.32,3127.97,524.21,116.75609708839873,32.563990294247716,86.77796968010597,7.42,0.297,0.02819631973714698,24.075488328214917,13.953464086200551,14.56893150782166,0.46598448476354093,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3111,475.61,8.26,1.17,0.757,4844.36,637.13,156.1486636616981,45.41758139501332,103.81643812311765,18.71,0.749,0.04477077146929428,22.406802654461814,14.120978235477567,21.579109825444927,0.38355310740083226,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3112,274.37,20.54,1.1931,0.515,3943.22,577.84,141.91026017782283,37.16002451006395,99.9623577906359,12.78,0.511,0.04058506486327844,23.630001014669936,13.966546743060295,17.62126165422777,0.5154688694899523,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3113,1643.81,8.31,1.043,0.39,3427.35,543.9,122.06633837131203,34.98460615839941,88.61453848824507,9.39,0.376,0.039968935700029656,24.164439035616414,13.77467094911571,15.424073100120133,0.43514097695320664,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3114,1710.9,17.49,1.0361,0.45,3644.52,558.19,132.32647322964826,36.152285731694064,94.41756760040634,10.82,0.433,0.03208204443007979,24.30492673365865,13.807047969991974,16.15793539500494,0.4538798290438034,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3115,2682.18,13.78,0.9393,0.765,4736.22,630.01,157.85387247940568,42.44221020286199,106.77118652197738,18.0,0.72,0.05053777898517676,23.200585606866504,13.961196431810146,20.469350485766757,0.5070758470176085,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3116,2377.81,38.16,0.9688,0.213,2767.22,500.47,124.22264745892514,26.678146739968636,95.93696195670422,5.05,0.202,0.03127328307822246,24.09940643489448,14.13679777498325,12.521596860909169,0.7433526075613159,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3117,821.57,17.06,1.1313,0.382,3423.73,543.67,129.963369828897,29.856075653343655,97.36573420470832,9.37,0.375,0.0382191737269884,23.446866218989996,13.991703168936862,15.428064947845831,0.7886881215641091,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3118,103.18,18.74,1.2129,0.431,3633.81,557.49,132.60042018371502,36.24546217998585,94.51559738306531,10.75,0.43,0.03514970372459653,23.981367351371475,14.201184337193148,16.55547496392746,0.4431926620056045,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3119,2664.87,15.74,0.9409,0.682,4441.96,610.66,156.06629896081066,33.95628813430255,111.2089669698262,16.07,0.643,0.04630171183157216,22.838684115735077,13.898982319172177,19.268190456155445,0.8884341295047227,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3120,4483.43,27.44,0.7782,0.507,3751.97,565.26,140.91744693094995,35.73563848418775,100.2383420832267,11.53,0.461,0.047906331844995285,23.586357526578585,13.945809087735496,17.050810092147966,0.527646524938056,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3121,4331.41,15.72,0.7909,0.262,2906.07,509.61,113.57443969680195,30.824721899278778,85.86319763709187,5.96,0.238,0.030436153442735283,24.866645669239254,14.031993549794596,13.0867922307934,0.48646630268957664,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3122,2312.82,39.63,0.9752,0.61,4200.99,594.8,160.1968001018154,36.11547814199645,112.51792118740676,14.48,0.579,0.04162924600996916,23.73094515982923,13.885347663940616,18.313438037657512,0.6792813036244076,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3123,1601.17,29.84,1.0475,0.303,3109.08,522.97,126.46448567961257,31.37968059146546,93.83826229609727,7.3,0.292,0.029952811108430653,24.48229364015218,13.964575159289208,14.687931323482385,0.5440306212984329,LUBRICATION_ISSUE,LUBRICATION_ISSUE
3124,3954.36,13.96,0.8231,0.892,5110.42,654.63,170.149445113076,40.44535606292409,115.85030804952945,20.46,0.819,0.052058376378025406,23.198655867684156,14.087653070062885,20.695242783365494,0.7391413875720522,LUBRICATION_ISSUE,LUBRICATION_ISSUE
